age,job,marital,education,default,housing,loan,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26,blue-collar,single,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,services,married,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
35,blue-collar,married,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,housemaid,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,management,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,blue-collar,single,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,single,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,divorced,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,housemaid,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,entrepreneur,married,university.degree,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22,housemaid,single,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,unknown,single,basic.9y,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,married,high.school,unknown,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23,blue-collar,single,basic.9y,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,management,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
40,entrepreneur,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,single,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,services,married,basic.6y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,technician,married,university.degree,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,married,high.school,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,management,single,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,university.degree,no,unknown,unknown,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,entrepreneur,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,blue-collar,single,basic.4y,no,unknown,unknown,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,unemployed,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,single,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,services,divorced,high.school,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,blue-collar,single,basic.9y,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,married,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,management,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,blue-collar,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,high.school,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
40,services,married,basic.6y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,entrepreneur,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,single,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,blue-collar,married,high.school,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,services,divorced,high.school,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,technician,single,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,single,university.degree,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,married,university.degree,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,married,high.school,unknown,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,single,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,admin.,divorced,basic.9y,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,blue-collar,single,unknown,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,blue-collar,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,university.degree,no,unknown,unknown,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,services,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,blue-collar,single,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,admin.,married,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,services,married,basic.6y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,blue-collar,married,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,management,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,blue-collar,single,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,single,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,married,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,blue-collar,married,basic.4y,unknown,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,blue-collar,single,unknown,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,blue-collar,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,blue-collar,married,unknown,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,management,married,basic.9y,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,married,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,blue-collar,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,management,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23,admin.,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
36,technician,divorced,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,entrepreneur,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
45,management,married,basic.9y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,services,divorced,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,services,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,blue-collar,single,basic.9y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,married,high.school,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,services,married,basic.6y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,self-employed,divorced,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,single,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,student,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
32,blue-collar,married,basic.9y,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,single,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,retired,single,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,blue-collar,single,basic.9y,no,unknown,unknown,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,self-employed,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,management,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,entrepreneur,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,blue-collar,married,basic.6y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,services,divorced,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,technician,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,admin.,married,university.degree,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,self-employed,single,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,blue-collar,married,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,housemaid,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,divorced,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,unemployed,married,high.school,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,management,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,admin.,married,high.school,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,retired,single,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,married,professional.course,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,services,divorced,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,management,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,blue-collar,married,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
36,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,blue-collar,single,basic.6y,unknown,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,self-employed,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,admin.,married,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,divorced,basic.6y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,blue-collar,married,basic.6y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,housemaid,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,services,married,high.school,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,entrepreneur,married,basic.9y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,married,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,technician,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
57,retired,married,university.degree,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
29,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,single,high.school,unknown,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,admin.,divorced,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,blue-collar,divorced,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,blue-collar,single,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,technician,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,blue-collar,single,unknown,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,retired,single,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,admin.,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,admin.,single,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,self-employed,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,technician,married,professional.course,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,housemaid,single,basic.4y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,unemployed,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,blue-collar,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,services,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,blue-collar,married,basic.9y,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,blue-collar,married,basic.6y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,management,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,services,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,married,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,management,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,retired,single,basic.6y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,blue-collar,married,professional.course,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,married,university.degree,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,married,university.degree,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
37,blue-collar,married,basic.6y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,technician,married,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,blue-collar,married,basic.9y,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,blue-collar,single,basic.6y,unknown,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,basic.9y,unknown,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,retired,single,basic.6y,unknown,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,technician,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,married,professional.course,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,housemaid,married,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,blue-collar,single,professional.course,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,housemaid,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,blue-collar,married,basic.4y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,services,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,single,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,blue-collar,married,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,blue-collar,married,basic.4y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,blue-collar,married,unknown,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,blue-collar,married,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,unemployed,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
55,management,single,unknown,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,admin.,divorced,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,admin.,divorced,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,blue-collar,married,basic.9y,unknown,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,blue-collar,married,basic.6y,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,technician,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,technician,divorced,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,services,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,blue-collar,divorced,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,services,married,high.school,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,blue-collar,married,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,married,high.school,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
27,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,services,married,high.school,no,unknown,unknown,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,married,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,housemaid,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,blue-collar,single,unknown,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,housemaid,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,technician,divorced,professional.course,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
27,admin.,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,management,married,professional.course,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,blue-collar,divorced,high.school,unknown,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23,blue-collar,single,high.school,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,divorced,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,services,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,housemaid,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
57,blue-collar,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,management,single,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,unemployed,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,married,professional.course,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,student,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,entrepreneur,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,entrepreneur,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,technician,divorced,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23,services,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,single,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,technician,single,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
59,blue-collar,divorced,basic.4y,unknown,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,technician,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
